Código;DESCRIÇÃO;Saldo ideal;Und.;Origem;1º bimestre;2º bimestre;3º bimestre;4º bimestre;5º bimestre;6º bimestre;TOTAL;desc red;;;;;;;;;;;;;;;;;;;
2315;MASCARA FACIAL, Características adicionais: Confeccionada em silicone ou elastômetro  e com filtro para trabalho com substâncias tóxicas voláteis, Tamanho: Médio.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;MASCARA FACIAL;;;;;;;;;;;;;;;;;;;
2348;PINCEL Nº 4 Para pintura;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PINCEL Nº 4 Para pintura;;;;;;;;;;;;;;;;;;;
2383;CANETAS HIDROCOR(ESTOJO C/24 CORES)FABER CASTELL 1.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CANETAS HIDROCOR(ESTOJO C/24 CORES)FABER CASTELL 1;;;;;;;;;;;;;;;;;;;
2393;COLA abrasiva Epoxi c/ 2 Bisnagas, 01 c/ resina epóxi p/ mistura c/ 01 endurecedor a base de polimercaptona c/ secagem rápida.;R$ 49.905,56;CX;NAGMP;R$ 0,00;R$ 23,84;R$ 0,00;R$ 70,60;R$ 0,00;R$ 0,00;R$ 94,44;COLA abrasiva Epoxi c/ 2 Bisnagas;;;;;;;;;;;;;;;;;;;
2445;"TUBO ENDOTRAQUEAL ARAMADO 8,0MM(34) COM CUFF.Aplicação:entubação orotraqueal,material:PVC e espiral em aço inox,Tamanho/Capacidade:calibre de 8,0mm(34),Característica:estéril,confeccionada em PVC,flexível,transparente,atóxico,superfície lisa com demarcação de posicionamento e ponta distal biselada atraumática,devendo ser provida internamente de arame com formato em espiral,com flexibilidade adequada,devidamente localizado;balonete de baixa pressão e alto volume;balão piloto com cobertura de proteção e valvula externa reguladora de pressão;conector de padrão universal,Processo de esterilização:estéril,Forma de apresentação:embalagem individual ";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL ARAMADO 8;;;;;;;;;;;;;;;;;;;
2483;SELANTE DE FOSSULAS E FISSURAS FOTOPOLIMERIZAVEL C/CARGA A BASE DE IONOMERO DE VIDRO;R$ 50.000,00;KIT;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SELANTE DE FOSSULAS E FISSURAS FOTOPOLIMERIZAVEL C/CARGA A BASE DE IONOMERO DE VIDRO;;;;;;;;;;;;;;;;;;;
2569;CONTRASTE A BASE DE ESTER ETILICO DO OLEO DE PAPOULA SOLUÇAO INJETAVEL 48% AMPOLA 10ML ;R$ 50.000,00;AMP;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CONTRASTE A BASE DE ESTER ETILICO DO OLEO DE PAPOULA SOLUÇAO INJETAVEL 48% AMPOLA 10ML ;;;;;;;;;;;;;;;;;;;
2600;FITA VEDA ROSCA , Material: teflon, Comprimento: 25 m, Largura: 18 mm, Unidade De Fornecimento:  rolo de 25 metros. 1;R$ 50.000,00;RL;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FITA VEDA ROSCA;;;;;;;;;;;;;;;;;;;
2738;PILHA,Tipo Carga: alcalina, Tamanho: médio, Aplicação: uso geral, Unidade De Fornecimento: unidade, Tensão: 1,5 V;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PILHA;;;;;;;;;;;;;;;;;;;
2803;FILME RADIOLÓGICO, Tamanho: 24 x 30 cm, Aplicação: exames radiológicos,Características Adicionais: ortocromáticos, sensível a écrans, intensificadores de luz verde e que permita manuseio com luz de segurança e processamento automático, Ciclo rápido: ( 48 segundos ), Padrão: estendido, Apresentação: caixa com 100 películas.;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILME RADIOLÓGICO;;;;;;;;;;;;;;;;;;;
2804;FILME RADIOLÓGICO, Tamanho: 30 x 40 cm, Aplicação: exames radiológicos, Características Adicionais  ortocromático, sensível a écrans intensificadores de luz verde e que permita o manuseio com luz de segurança e processamento automático, Ciclo Rápido: ( 48 segundos ) , Padrão: estendido, Apresentação: caixa com 100 películas.;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILME RADIOLÓGICO;;;;;;;;;;;;;;;;;;;
2806;FILME RADIOLÓGICO, Tamanho: 35 x 35 cm, Aplicação: exames radiológicos, Características Adicionais: ortocromático, sensível a écrans intensificadores de luz verde e que permita manuseio com luz de segurança e processamento automático, Ciclo rápido: ( 48 segundos ), Padrão: estendido, Apresentação: caixa com 100 películas;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILME RADIOLÓGICO;;;;;;;;;;;;;;;;;;;
2807;FILME RADIOLÓGICO, Tamanho: 35 x 43 cm, Aplicação: exames radiológicos, Características Adicionais:  ortocromático, sensível a écrans intensificadores de luz verde e que permita manuseio com luz de segurança e processamento automático, Ciclo Rápido: ( 48 segundos ), Padrão: estendido, Apresentação: caixa com 100 películas.;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILME RADIOLÓGICO;;;;;;;;;;;;;;;;;;;
2809;VECURÔNIO (BROMETO) PÓ LIOFILIZADO INJETÁVEL 10 MG FRASCO AMPOLA ;R$ 50.000,00;FA;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;VECURONIO 10MG;;;;;;;;;;;;;;;;;;;
2975;"ETIQUETA AUTO- ADESIVA, Material: celulose vegetal adesivo sintético, Tamanho Etiqueta: 89x24 mm, Aplicação: formulário contínuo, Número de Colunas: 1,Cor: branca. Com os dizeres abaixo conforme modelo no anexo.
Validade Multidose - HRG/SES-DF
Medicamento: ________________
Data de Abertura: _____________
Válido até: _____/_____/________
Resp. abertura: _______________";R$ 49.700,00;MH;NUAL;R$ 0,00;R$ 0,00;R$ 300,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300,00;ETIQUETA AUTO- ADESIVA;;;;;;;;;;;;;;;;;;;
2981;TOMADA DE EMBUTIR, Material Placa: termoplástico, Dimensões: 4 x 2 pol, Amperagem: 10 A, Tensão: 250 V, Quantidade Seção: 01, Apresentação: 2 P + T, Tipo: Universal;R$ 50.000,00;UM;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TOMADA DE EMBUTIR;;;;;;;;;;;;;;;;;;;
3027;ARAME, Material arame ferro galvanizado. Referência nº 12.;R$ 50.000,00;KG;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ARAME;;;;;;;;;;;;;;;;;;;
3066;"ADESIVO TISSULAR A BASE DE N-2-BUTIL-CIANOACRILATO
";R$ 50.000,00;FA;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ADESIVO TISSULAR A BASE DE N-2-BUTIL-CIANOACRILATO;;;;;;;;;;;;;;;;;;;
3072;RESINA COMPOSTA, TIPO FOTOPOLIMERIZÁVEL, TAMANHO PARTÍCULAS MICROHÍBRIDA, ASPECTO FÍSICO PASTOSA COR A2. Características Adicionais: com partículas cerâmica. Tamanho/Capacidade: tamanho médio de partículas entre 0,5 a 0,7 micrometros. Unidade de fornecimento: Unidade.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA COMPOSTA;;;;;;;;;;;;;;;;;;;
3076;"RESINA FOTOPOLIMERIZÁVEL MICROHÍBRIDA PASTOSA COR A3 
Aplicação: Restauração Dentária.Características Adicionais: com partículas cerâmica, Tamanho/Capacidade: tamanho médio partículas entre 0,5 a 0,7 micrometros. Unidade de Fornecimento: unidade. Unidade de Estoque: Unidade.";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA FOTOPOLIMERIZÁVEL MICROHÍBRIDA PASTOSA COR A3 ;;;;;;;;;;;;;;;;;;;
3081;"RESINA FOTOPOLIMERIZÁVEL MICROHÍBRIDA PASTOSA  COR A3.5 1
Características Adicionais: com partículas cerâmica, Tamanho/Capacidade: tamanho médio partículas entre 0,5 a 0,7 micrometros, Cor: A 3,5, Unidade de Fornecimento: Unidade. Unidade de Estoque: Unidade.";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA FOTOPOLIMERIZÁVEL MICROHÍBRIDA PASTOSA  COR A3;;;;;;;;;;;;;;;;;;;
3082;RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA C/PARTICULAS CERAMICA C/TAM. MEDIO PARTICULAS ENTRE 0,5 A 0,7 MICROMETROS COR B1;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA C/PARTICULAS CERAMICA C/TAM;;;;;;;;;;;;;;;;;;;
3083;"RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA PASTOSA COR B2.
Características adicionais: com partículas cerâmica, Tamanho/Capacidade: tamanho médio partículas entre 0,5 a 0,7 micrometros. Unidade";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA PASTOSA COR B2;;;;;;;;;;;;;;;;;;;
3086;RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA C/PARTICULAS CERAMICA C/TAM. MEDIO PARTICULAS ENTRE 0,5 A 0,7 MICROMETROS COR C1 1;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;RESINA FOTOPOLIMERIZAVEL MICROHIBRIDA C/PARTICULAS CERAMICA C/TAM;;;;;;;;;;;;;;;;;;;
3139;"Pincel, Material cerdas: naylon; Formato: chato; Tamanho: ½ polegada. 
";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Pincel;;;;;;;;;;;;;;;;;;;
3144;KIT PARA ASPIRACAO MANUAL INTRA UTERINA (AMIU) C/SERINGA VALVULA DUPLA 8 CANULAS TAM.4/5/6/7/8/9/10 E 12.;R$ 50.000,00;KIT;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;KIT PARA ASPIRACAO MANUAL INTRA UTERINA (AMIU) C/SERINGA VALVULA DUPLA 8 CANULAS TAM;;;;;;;;;;;;;;;;;;;
3154;KIT DE BIOPSIA DE ENDOMETRIO COM 1 SERINGA VALVULA SIMPLES, 2 CANULAS Nº 4, 1 CANULA Nº 5, 1 CANULA Nº 6, 1 FRASCO DE SILICONE;R$ 50.000,00;KIT;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;KIT DE BIOPSIA DE ENDOMETRIO COM 1 SERINGA VALVULA SIMPLES;;;;;;;;;;;;;;;;;;;
3250;ENVELOPE PARA RAIO-X . Material: papel kraft, Cor: palha, Gramatura Mínima:110 g/m2, Tamanho Mínimo: 370 x 450 mm, Tamanho Máximo: 385 x 460 mm, Características Adicionais: com identificação e logotipo da SES/DF;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ENVELOPE PARA RAIO-X ;;;;;;;;;;;;;;;;;;;
3286;METOPROLOL SOLUCAO INJETAVEL 1 MG/ML SERINGA PRONTO USO OU AMPOLA 5 ML;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;METOPROLOL SOLUCAO INJETAVEL 1 MG/ML SERINGA PRONTO USO OU AMPOLA 5 ML;;;;;;;;;;;;;;;;;;;
3349;"TUBO EXTENSOR DE ALTA PRESSAO 120 - 150CM P/BOMBA INJETORA DE CONTRASTE PARA EXAME DE TOMOGRAFIA
COMPUTADORIZADA";R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO EXTENSOR DE ALTA PRESSAO 120 - 150CM P/BOMBA INJETORA DE CONTRASTE PARA EXAME DE TOMOGRAFIA;;;;;;;;;;;;;;;;;;;
3365;ÁCIDOS GRAXOS ESSENCIAIS + TRIGLICERÍDEOS (ACELERADOR DE CICATRIZAÇÃO),Forma Farmacêutica: solução tópica, Forma De Apresentação: frasco com 200 ml, Unidade De Fornecimento: frasco com 200 ml;R$ 50.000,00;FR;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ÁCIDOS GRAXOS ESSENCIAIS + TRIGLICERÍDEOS (ACELERADOR DE CICATRIZAÇÃO);;;;;;;;;;;;;;;;;;;
3389;GUARNIÇÃO DE SILICONE P/AUTOCLAVE B-526P REF.80289 MAR.BAUMER.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;GUARNIÇÃO DE SILICONE P/AUTOCLAVE B-526P REF;;;;;;;;;;;;;;;;;;;
3402;INVÓLUCRO PARA CADÁVER, Material: polietileno resistente, Tipo Uso: adulto, Dimensões: 0,90 x 2,10 m, Embalagem: embalados individualmente, Características Adicionais: material de  individualmente, Características Adicionais: material de alta qualidade, com abertura longitudinal em toda a sua extensão e fechamento através de zíper ou fitas. Deve acompanhar etiquetas de identificação.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;INVÓLUCRO PARA CADÁVER;;;;;;;;;;;;;;;;;;;
3527;ABSORVENTE HIGIÊNICO HOSPITALAR, Material: algodão macio, com filme plástico forrado de não tecido, Tamanho : mínimo 30 x 10 cm, Características Adicionais: contendo pétalas macias Características Adicionais: contendo pétalas macias e ventiladas.;R$ 48.200,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 1.800,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.800,00;ABSORVENTE HIGIÊNICO HOSPITALAR;;;;;;;;;;;;;;;;;;;
3609;DISCO P/MAQUINA POLICORTE C/02TELAS 10X1/2´´X1/8´´.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DISCO P/MAQUINA POLICORTE C/02TELAS 10X1/2´´X1/8´´;;;;;;;;;;;;;;;;;;;
3683;LÂMPADA HALOGÊNEA OSRAN cód 26419-008/7 DABI/ATLANTE OU SIMILAR. Lâmpada para o  projetor que é utilizado  para visualização  das letras e definir o grau do óculos. Refração ou acuidade visual. ;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;LÂMPADA HALOGÊNEA OSRAN cód 26419-008/7 DABI/ATLANTE OU SIMILAR;;;;;;;;;;;;;;;;;;;
3789;FILTRO DE AR PARA INCUBADORA MARCA GIGANTE MOD. GRN 1;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILTRO DE AR PARA INCUBADORA MARCA GIGANTE MOD;;;;;;;;;;;;;;;;;;;
3815;PILHA,Tipo Carga: alcalina, Tamanho: pequeno AAA, Aplicação: uso geral, Unidade De Fornecimento: unidade, Apresentação: cartela com 02 unidades;R$ 50.000,00;CART.;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PILHA;;;;;;;;;;;;;;;;;;;
3827;COLA DE CONTATO, Aplicação: colagem de compensação em sapatos, palmilhas e demais órteses, Unidade de Fornecimento: galão com 18 litros;R$ 50.000,00;GL;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;COLA DE CONTATO;;;;;;;;;;;;;;;;;;;
3857;AVENTAL DE NAPA IMPERMEÁVEL, características adicionais: leve, forrado , lavável, tamanho: grande.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;AVENTAL DE NAPA IMPERMEÁVEL;;;;;;;;;;;;;;;;;;;
4116;SPRAY LUBRIFICANTE P/PONTAS COM 200ML.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SPRAY LUBRIFICANTE P/PONTAS COM 200ML;;;;;;;;;;;;;;;;;;;
4188;COPO, Material: plástico, Capacidade: 50 ml, Tipo Uso: descartável, aplicação: café, Unidade De fornecimento: pacote com 100 unidades.;R$ 49.504,00;CN;NAGMP;R$ 0,00;R$ 0,00;R$ 496,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 496,00;COPO;;;;;;;;;;;;;;;;;;;
4204;CORREDIÇA PARA GAVETA de metal, tipo: TP-100, 45 cm de comprimento;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CORREDIÇA PARA GAVETA de metal;;;;;;;;;;;;;;;;;;;
4259;FIO GUIA TEFLONADO, STANDART, PONTA RETA 0,035´´ X 260 cm (Fio guia teflonado standart, ponta reta, 0,035´´ X 260 cm, biocompatível, radiopaco, estéril, em embalagem individual, contendo identificação do material, número do lote, data de fabricação, validade, tipo de esterilização e registro na ANVISA. Prazo de validade: mínimo de 75% da data de fabricação.);R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO GUIA TEFLONADO;;;;;;;;;;;;;;;;;;;
4377;Conjunto Nefrostomia Percutânea 8 a 8,5FR. Composto de agulha de Chiba 18 a 22 Ga, agulha introdutória com bainha de Teflon. Guia 35` compatíveis, cateter de drenagem 8 a 8,5 FR. Medindo aproximadamente 50cm, material de cateter poliuretano. Características adicionais: pigtail, fio guia curvo compatível e conjunto de dilatadores. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Conjunto Nefrostomia Percutânea 8 a 8;;;;;;;;;;;;;;;;;;;
4440;TELA SINTETICA DE POLIPROPILENO TAMANHO 15CM X20CM;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TELA SINTETICA DE POLIPROPILENO TAMANHO 15CM X20CM;;;;;;;;;;;;;;;;;;;
4441;TELA SINTETICA DE POLIPROPILENO TAMANHO 30CM X30CM ;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TELA SINTETICA DE POLIPROPILENO TAMANHO 30CM X30CM ;;;;;;;;;;;;;;;;;;;
4442;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 150ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL.;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 150ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL;;;;;;;;;;;;;;;;;;;
4443;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 500ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 500ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL;;;;;;;;;;;;;;;;;;;
4444;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 1000ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO.;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 1000ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO;;;;;;;;;;;;;;;;;;;
4445;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 2000ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BOLSA VAZIA EM EVA (ETIL VINIL ALL-IN-ONE) 2000ML P/USO EM EQUIPAMENTO MISTURADOR AUTOMATICO P/NUTRICAO PARENTERAL;;;;;;;;;;;;;;;;;;;
4447;EQUIPO DE TRANSFERENCIA EM 6 VIAS PARA NUTRIÇAO PARENTERAL;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO DE TRANSFERENCIA EM 6 VIAS PARA NUTRIÇAO PARENTERAL;;;;;;;;;;;;;;;;;;;
4455;CATETER CENTRAL DE INSERÇÃO PERIFÉRICA (PICC), ESTÉRIL. Aplicação: terapia endovenosa de longa permanência em recém nascidos. Material: silicone. Tamanho: 1,9 - 2 FR x 50 cm. Características adicionais: tipo percutâneo, extramacio, totalmente demarcado de 1 em 1 centímetro, radiopaco, acompanhado de introdutor bi partível e bisel trifacetado que permita a visualização do fluxo sanguíneo, com tampa filtro e fita métrica descartável para medição exata do catéter. Com estrutura confeccionada em uma única peça, evitando a migração de partes do catéter. Que assegure tempo de permanência de 06 meses à 01 ano de uso, resistente a dobras, com baixa aderência bacteriana até o fim do tratamento. Embalagem individual rígida que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa (kit). **A marca GMI da GABISA apresentou problemas.**;R$ 50.000,00;KT;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER CENTRAL DE INSERÇÃO PERIFÉRICA (PICC);;;;;;;;;;;;;;;;;;;
4502;TUBO DE COBRE P/REFRIGERACAO DE 5/8´´;R$ 50.000,00;CX;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO DE COBRE P/REFRIGERACAO DE 5/8´´;;;;;;;;;;;;;;;;;;;
4564;BUCHA FIXAÇÃO, Material: nylon, Tamanho: S-10. 1;R$ 50.000,00;UA;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BUCHA FIXAÇÃO;;;;;;;;;;;;;;;;;;;
4573;AVENTAL PLUMBÍFERO - Elaborado com lâmina de borracha plumbífera com equivalência de 0,5mm de chumbo e revestido com napa resistente, flexibilidade completa, no tamanho aproximado de 1,100mm de comprimento por 600mm de largura. Obrigatoriamente os aventais deverão ter ABNT/Certificado de Aprovação.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;AVENTAL PLUMBÍFERO - Elaborado com lâmina de borracha plumbífera com equivalência de 0;;;;;;;;;;;;;;;;;;;
4623;PAPEL CREPADO, Tamanho: 40 x 40 cm,  Composição: 100% celulose,Tipo Uso: único para embalagem hospitalar, Gramatura  Mínima: 60g/m2, Cor: azul ou verde, Características Adicionais:atóxico, antiestático, hidrorepelente, resistente ao manuseio, boa drapeabilidade, que não libere fribras ou partículas.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PAPEL CREPADO;;;;;;;;;;;;;;;;;;;
4640;MASCARA PANORÂMICA FACIAL, Características adicionais: completa fundida em borracha de neoprene ou silicone composta de viseira confeccionada com um material resistente chamado plexiglass. . A máscara deve ter um ângulo de vazão de 160 graus conectores duplos dispostos lateralmente, para colocação de filtros respiratórios através de encaixe ou rosca, válvulas inalação e exalação, cinco ponto para fixar a máscara na face , de modo que um se situe no alto da cabeça.;R$ 46.953,56;UN;NUAL;R$ 0,00;R$ 0,00;R$ 3.046,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.046,44;MASCARA PANORAMICA;;;;;;;;;;;;;;;;;;;
4690;FLUXÔMETRO PARA REDE CANALIZADA DE OXIGÊNIO , material: corpo de latão polido e cromado, bilha externa e intera em policarbonato inquebrantável, esfera em aço inoxidável. Tamanho: Escala de vazão de 0 a 15 litros por minuto, exatidão da escala de +/- 10%, leitura indicada no centro da esfera. Características adicionais: Acompanhado de dispositivo para adaptação de látex, sede da agulha metálica, garantia de perfeita vedação e grande durabilidade, botão de controle de fluxo fixado com parafuso halen permitindo fácil manutenção, sistema de vedação tipo agulha flutuante evitando vazamentos e rosca de saída DISS (padrão ABNT), sistema de compensação de pressão, tampa de proteção da rosca do conector de gás em plástico maleável, temperatura de trabalho entre Xº e Yº, cor: verde - padrão ABNT.;R$ 50.000,00;UN;NAGMP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FLUXÔMETRO PARA REDE CANALIZADA DE OXIGÊNIO;;;;;;;;;;;;;;;;;;;
4750;DISCO, IMIPENEM, 10 MCG, CARACTERISTICA ADICIONAL: ANTIBIOGRAMA, APRESENTACAO: FRASCO 50 DISCOS;R$ 50.000,00;FR;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DISCO;;;;;;;;;;;;;;;;;;;
