Entradas; 2.786.847,51 ;Empenhado;R$ 2.786.847,50;;Saldo;;R$ 0,00;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;Nº de processo SEI;Responsável;Cotação;Item;CÓDIGO;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;Qtd. S;Empresa;Qtd. A; V. unitário ;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
243/2019;NFH;05/12/2019;00060-00498113/2019-38;Robson;.407/2019;2;95131;5;X;X;CAL SODADA, Absorvedor de CO2. Utilizado em circuito respiratório de aparelhos de anestesia. Uso exclusivo em anestesia. Composição: 97% de hidróxido de cálcio, 3% de hidróxido de sódio, 0,03% de indicador de cor e 13 a 17 % de água. Apresentado na forma de filamento poroso de 3 mm de diâmetro. Embalagem de 5 litros (4,5 KG);KG;30;CIRÚRGICA FERNANDES (3510);27; R$ 23,1111 ; R$624,00 ;12/12/2019;1164569;13/12/2019;13/12/2019;30/12/2019;44836;24/01/2020;A/A;;;;;;CAL SODADA
243/2019;NFH;05/12/2019;00060-00498113/2019-38;Robson;.407/2019;4;92445;8;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 14. Aplicação: para drenagem e controle da diurese e irrigação vesical. Material: Látex atóxico.  Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40 cm, apresentando flexibilidade e maleabilidade adequado ao fim a que se destina, que não cause irritação ao paciente, apresentando espessura uniforme, isenta de manchas ou quaisquer defeitos, balão com capacidade de 05 a 15 ml e boa distensibilidade, com válvula fixa que permita perfeita adaptação em seringas. Ponta arredondada e fechada, apresentando 02 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro, isentos de rebarbas e/ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotada nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a integridade e esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixa com 10 unidades. Unidade de Estoque: unidade (UN). Código SES: 092445. BR0279768;UN;100;CIRÚRGICA FERNANDES (3510);100; R$ 2,2700 ; R$227,00 ;12/12/2019;1164569;13/12/2019;13/12/2019;30/12/2019;44836;24/01/2020;A/A;;;;;;SONDA DE FOLEY 2 VIAS LÁTEX Nº 14
243/2019;NFH;05/12/2019;00060-00498113/2019-38;Robson;.407/2019;5;92439;4;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 18. Aplicação: drenagem e controle da diurese. Material: Látex atóxico. Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40cm, com flexibilidade adequada ao fim a que se destina, que não cause irritação ao paciente, espessura uniforme, isenta de manchas ou quaisquer defeitos. Balão com capacidade de 30 ml, com válvula fixa que permita perfeita adaptação em seringas, e boa distensibilidade. Ponta distal arredondada e fechada, apresentando 2 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro da sonda, isentos de rebarbas e ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotado nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixas com 10 unidades. Unidade de Estoque: unidade (UN). Código SES: 092439.  BR0277019;UN;100;CIRÚRGICA FERNANDES (3510);100; R$ 2,2700 ; R$227,00 ;12/12/2019;1164569;13/12/2019;13/12/2019;30/12/2019;44836;24/01/2020;A/A;;;;;;SONDA DE FOLEY 2 VIAS LÁTEX Nº 18
126/2019;NUAL;05/12/2019;00060-00494464/2019-70;Robson;.409/2019;1;12832;2;X;X;JALECO EM MICROFIBRA, Material: 100% algodão, fio 40, gramatura de 180 g/m2, Tamanho: P, Cor: branca, Aplicação: consultórios e afins, Comprimento: abaixo do joelho, Características Adicionais: com mangas longas do tipo canhão, com bolsos superiores, com identificação do órgão/entidade bordado na manga direita e esquerta, embalado individualmente, Inscrição: símbolo do Governo do Distrito Federal na manga direita e símbolo da Secretaria de Segurança Pública na manga esquerda.;UN;20;NR HOSPITALAR (703435);20; R$ 45,0000 ; R$900,00 ;19/12/2019;1906;22/04/2020;23/04/2020;23/04/2020;18212;04/06/2020;A/A;solicita amostra do tecido antes da confecção;;;;;JALECO P
126/2019;NUAL;05/12/2019;00060-00494464/2019-70;Robson;.409/2019;2;12835;2;X;X;JALECO EM MICROFIBRA, Material: 100% algodão, fio 40, gramatura de 180 g/m2, Tamanho: M, Cor: branca, Aplicação: consultórios e afins, Comprimento: abaixo do joelho, Características Adicionais: com mangas longas do tipo canhão, com bolsos superiores, com identificação do órgão/entidade bordado na manga direita e esquerta, embalado individualmente, Inscrição: símbolo do Governo do Distrito Federal na manga direita e símbolo da Secretaria de Segurança Pública na manga esquerda.;UN;44;NR HOSPITALAR (703435);38; R$ 45,0000 ; R$1.710,00 ;19/12/2019;1906;22/04/2020;23/04/2020;23/04/2020;18212;04/06/2020;A/A;solicita amostra do tecido antes da confecção;;;;;JALECO M
126/2019;NUAL;05/12/2019;00060-00494464/2019-70;Robson;.409/2019;3;12836;2;X;X;JALECO EM MICROFIBRA, Material: 100% algodão, fio 40, gramatura de 180 g/m2, Tamanho: G, Cor: branca, Aplicação: consultórios e afins, Comprimento: abaixo do joelho, Características Adicionais: com mangas longas do tipo canhão, com bolsos superiores, com identificação do órgão/entidade bordado na manga direita e esquerta, embalado individualmente, Inscrição: símbolo do Governo do Distrito Federal na manga direita e símbolo da Secretaria de Segurança Pública na manga esquerda.;UN;57;NR HOSPITALAR (703435);49; R$ 45,0000 ; R$2.205,00 ;19/12/2019;1906;22/04/2020;23/04/2020;23/04/2020;18212;04/06/2020;A/A;solicita amostra do tecido antes da confecção;;;;;JALECO G
250/2019;NFH;11/12/2019;00060-00506590/2019-84;Robson;.412/2019;1;90894;1;X;X;GENTAMICINA SOLUCAO INJETAVEL 40 MG/ML AMPOLA 2 ML;AMP;800;*CANCELADO;; R$ 0,7616 ; R$-   ;19/12/2019;;;;;;;A/A;R$ 609,24 07/01/2020 Medicini dessitiu;;;;;GENTAMICINA SOLUCAO INJETAVEL 40 MG/ML AMPOLA 2 ML
128/2019;NFH;11/12/2019;00060-00509960/2019-35;Robson;.413/2019;1;36200;1;X;X;"PINÇA ENDOSCÓPICA PARA APLICAÇÃO DE CLIP, autoclavável, empunhadura com trave de proteção que impeça o fechamento do Clip, modelo Click-Line, para aplicação de Clip, com 10 mm de diâmetro e 33 cm de comprimento aproximadamente (tolerância de +/- 5%); Aplicação: cirurgia Vídeoendoscopia, aplicador de Clip para hemostasia endoscópica, radiopaco, autoclavável, que permita fácil carregamento do Clip e sua rotação antes da aplicação, deve oferecer a possibilidade travamento que impeça o fechamento inadvertidamente do Clip; Material: aço inox AISI; Característica: as pontas deverão apresentar perfeito acabamento e os instrumentos adequados ao trabalho a que se destinam. O peso deve ser o menor possível, o aço deverá ter tratamento térmico integral a fim de atingir dureza e flexibilidade adequadas a um perfeito desempenho dos instrumentos com polimento e fundição perfeitos sem bolhas, buracos ou defeitos que possam provocar quebra, manchas ou corrosão; Processo de Esterilização: entregue não estéril, porém, deve permitir esterilização em autoclave; Forma de Apresentação: os instrumentos deverão apresentar dureza adequada a um perfeito desempenho.";UN;1;STRATTNER (329);1; R$ 11.500,1700 ; R$11.500,17 ;19/12/2019;138374;23/12/2019;30/12/2019;30/12/2019;44987;24/01/2020;A/A;;;;;;PINÇ ENDOSCÓPICA
251/2019;NFH;11/12/2019;00060-00506886/2019-03;Robson;.414/2019;2;90354;9;X;X;"LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
NÂO pode ser a Lactulife da Naturelife.";FR;300;APOLLO (703256);300; R$ 6,2400 ; R$1.872,00 ;19/12/2019;9105;20/12/2019;20/12/2019;30/12/2019;44926;24/01/2020;A/A;;;;;;LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
252/2019;NFH;11/12/2019;00060-00507638/2019-71;Robson;.415/2019;1;21753;1;X;X;"AGULHA PARA COLETA MULTIPLA DE SANGUE A VACUO. Aplicação: para coleta múltipla de sangue a vácuo. Tamanho/Capacidade: 21G, Características adicionais: com dispositivo exclusivo de segurança, que após acionado recobrirá completamente a agulha garantindo total biosegurança. Agulha com bisel trifacetado, siliconizada, estéril. Forma de apresentação: embalagem individual. 
**OBS.: Para cada 100 unidades de agulhas adquiridas, o vencedor do certame deverá fornecer um adaptador plástico, reutilizável, não estéril e exclusivo dispositivo de segurança junto a base do adaptador, que quando acionado descarta automaticamente a agulha.";UN;20.000;FARMATEX DO BRASIL (703448);20.000; R$ 0,2800 ; R$5.600,00 ;19/12/2019;3712;09/01/2020;16/01/2020;21/01/2020;44939;24/01/2020;A/A;;;;;;AGULHA PARA COLETA MULTIPLA DE SANGUE A VACUO
248/2019;NFH;11/12/2019;00060-00505605/2019-97;Robson;.417/2019;1;32038;1;X;X;PROTETOR OCULAR NEONATAL PARA FOTOTERAPIA, TAMANHO M. Aplicação: Proteção ocular do recém-nascido em uso de fototerapia, bloquear a passagem de luz, uso hospitalar. Material: composto em tecido que não solta resíduos. Características Adicionais: atóxico, hipoalergênico, livre de látex, anatômico, sem costuras, com blackout integrado e faixa de fixação ajustável. Processo de esterilização: não estéril. Apresentação: embalagem individual. ;UN;100;*CANCELADO;; R$ 23,9000 ; R$-   ;19/12/2019;;;;;;;A/A;R$ 2.390,00 07/01/2020 SEDE ABASTECIDA;;;;;PROTETOR OCULAR
249/2019;NFH;11/12/2019;00060-00505769/2019-14;Robson;.418/2019;1;36520;3;X;X;Teste rápido para determinação qualitativa da concentração de Troponina I, por método imunocromatográfico, em amostras de sangue total, soro ou plasma humano. Com detecção de, no mínimo, 0.5ng/mL de concentração.Sensibilidade igual ou superior a 95%. Aplicação (finalidade): Auxílio no diagnóstico de Infarto Agudo do Miocárdio. Características adicionais: A embalagem do produto deverá conter o número do lote, data de fabricação, prazo de validade, composição e procedência. Prazo de validade: No mínimo 75% da validade total registrada na embalagem do produto no momento da entrega. Embalagem: Caixa com no mínimo 20 testes.;Teste;1.200;ATAX (703508);500; R$ 4,3380 ; R$2.169,00 ;19/12/2019;546;13/01/2020;13/01/2020;16/01/2020;3269;05/03/2020;A/A;;;;;;TESTE RAPIDO TROPONINA
249/2019;NFH;11/12/2019;00060-00505769/2019-14;Robson;.418/2019;1;36520;3;X;X;Teste rápido para determinação qualitativa da concentração de Troponina I, por método imunocromatográfico, em amostras de sangue total, soro ou plasma humano. Com detecção de, no mínimo, 0.5ng/mL de concentração.Sensibilidade igual ou superior a 95%. Aplicação (finalidade): Auxílio no diagnóstico de Infarto Agudo do Miocárdio. Características adicionais: A embalagem do produto deverá conter o número do lote, data de fabricação, prazo de validade, composição e procedência. Prazo de validade: No mínimo 75% da validade total registrada na embalagem do produto no momento da entrega. Embalagem: Caixa com no mínimo 20 testes.;Teste;1.200;ATAX (703508);700; R$ 4,3380 ; R$3.036,60 ;19/12/2019;597;27/01/2020;28/01/2020;29/01/2020;3278;05/03/2020;A/A;;;;;;TESTE RAPIDO TROPONINA
247/2019;NFH;11/12/2019;00060-00503529/2019-85;Robson;.419/2019;1;90104;1;X;X;CLINDAMICINA (FOSFATO) SOLUCAO INJETAVEL 150 MG/ML AMPOLA 4 ML;AMP;4.000;CIENTÍFICA (700617);4.000; R$ 2,3100 ; R$9.240,00 ;19/12/2019;106750;20/12/2019;20/12/2019;30/12/2019;44944;24/01/2020;A/A;;;;;;CLINDAMICINA (FOSFATO) SOLUCAO INJETAVEL 150 MG/ML AMPOLA 4 ML
246/2019;NFH;11/12/2019;00060-00503432/2019-72;Robson;.420/2019;1;36091;2;X;X;POLIDOCANOL 1% AMPOLA 2 ML;AMP;20;CITOPHARMA (701352);20; R$ 7,2900 ; R$145,80 ;19/12/2019;136844;26/12/2019;10/01/2020;14/01/2020;44951;24/01/2020;A/A;;;;;;POLIDOCANOL 1
246/2019;NFH;12/12/2019;00060-00503432/2019-72;Robson;.420/2019;2;28477;2;X;X;POLIDOCANOL 3% AMPOLA 2ML;MT;20;CITOPHARMA (701352);20; R$ 9,5600 ; R$191,20 ;19/12/2019;136844;26/12/2019;10/01/2020;14/01/2020;44951;24/01/2020;A/A;;;;;;POLIDOCANOL 3% AMPOLA 2ML
001/2020;NUAL;02/01/2020;00060-00001279/2020-87;Clayton;001/2020;1;17163;2;X;X;DISCO CD-R GRAVÁVEL, Tipo: gravável 52x, Capacidade: 700 mb, 80 min, Unidade De Fornecimento: tubo fechado com 50 unidades;TB;20;ECOPRINT (701495);20; R$ 33,9900 ; R$679,80 ;06/01/2020;816;06/01/2020;06/01/2020;07/01/2020;44982;24/01/2020;1;;;;;;DISCO CD-R GRAVÁVEL
001/2020;NFH;07/01/2020;00060-00007122/2020-65;Clayton;002/2020;1;24968;2;X;X;"PACOTE/ DISPOSITIVO TESTE DESAFIO DE PROCESSO COM INDICADOR BIOLÓGICO (3ª GERAÇÃO) E INTEGRADOR QUÍMICO (CLASSE 5). Aplicação: Monitoramento e validação dos ciclos de esterilização à vapor. Indicado para liberação de cargas esterilizadas em autoclave à vapor. Composição: Pacote/ dispositivo teste desafio que contenha ampola plástica com indicador biológico auto-contido em tira de papel impregnada com GeoBacillus Stearothermophillus; meio de cultura em ampola de vidro. Cada ampola plástica possui um rótulo externo com lote, data de fabricação e campos para identificação e um indicador químico externo que diferencia as ampolas processadas das não-processadas. Essa ampola é fechada por tampa na parte superior que permita permeabilidade do vapor, protegida por papel de filtro hidrofóbico. Características Adicionais: Pacote/ dispositivo teste desafio com indicador biológico auto-contido, com tempo de resposta final no máximo em 3 horas, terceira geração, para o controle biológico de ciclos de esterilização a vapor saturado que operem de 121 a 134 graus Celsius (centígrados) e monitorização dos processos de esterilização por vapor quando usados em conjunto com a incubadora/ leitora automática por método de fluorescência. Cada teste biológico, deverá acompanhar 01 (um) teste piloto do mesmo lote como controle positivo. Caso o produto oferecido não seja em pacote, o produto deverá acompanhar 01 (um) integrador químico Classe 5 para cada teste biológico, que mudará de cor conforme orientação do fabricante.  ";UN;150;NL SUPERMEDICAL (700820);150; R$ 28,0000 ; R$4.200,00 ;09/01/2020;22694;10/01/2020;13/01/2020;14/01/2020;44950;24/01/2020;1;;;;;;PACOTE TESTE DESAFIO
002/2020;NFH;07/01/2020;00060-00007621/2020-52;Clayton;003/2020;1;90954;2;X;X;AGUA PARA INJETAVEIS FRASCO OU BOLSA 500 ML;UN;600;HOSPDROGAS (700179);600; R$ 2,3800 ; R$1.428,00 ;09/01/2020;11267;14/01/2020;15/01/2020;16/01/2020;44962;24/01/2020;1;;;;;;AGUA PARA INJETAVEIS FRASCO OU BOLSA 500 ML
003/2020;NFH;07/01/2020;00060-00008066/2020-86;Clayton;004/2020;1;23032;1;X;X;DAPTOMICINA PO LIOFILO INJETAVEL 500 MG FRASCO AMPOLA;FA;100;*CANCELADO;;; R$-   ;10/01/2020;;;;;;;2;SEDE ABASTECIDA;;;;;DAPTOMICINA PO LIOFILO INJETAVEL 500 MG FRASCO AMPOLA
001/2020;NECFM;09/01/2020;00060-00011832/2020-90;Oberdan;005/2020;1;BAQ11;1;;;BERÇO AQUECIDO - CONTRAPARTIDA;Serviço;19;*CANCELADO;;; R$-   ;15/01/2020;;;;;;;2;CONTRAPARTIDA;;;;;0
001/2020;NAGMP;13/01/2020;00060-00000000/2020-00;Oberdan;006/2020;1;TST01;1;;;TESTE;Serviço;5;*CANCELADO;;; R$-   ;15/01/2020;;;;;;;2;TESTE;;;;;0
005/2020;NFH;15/01/2020;00060-00015442/2020-99;Clayton;007/2020;1;91037;2;X;X;AGULHA ANESTÉSICA, APLICAÇÃO P/RAQUIDIANA, MATERIAL AÇO INOXIDÁVEL, DIMENSÃO 27 G X 3 1/2´ (90 CM), TIPO PONTA QUINCKE, COMPONENTE C/ MANDRIL, CONECTOR UNIVERSAL CONECTOR LUER  LOCK, CÔNICO E TRANSPARENTE, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, EMBALAGEM INDIVIDUAL.  ***A marca PROCARE/SOLIDOR apresentou problemas***;UN;500;ARTWARE (702395);300; R$ 9,8000 ; R$2.940,00 ;17/01/2020;1413;20/01/2020;20/01/2020;21/01/2020;44967;24/01/2020;1;;;;;;AGULHA ANESTÉSICA
005/2020;NFH;15/01/2020;00060-00015442/2020-99;Clayton;007/2020;2;92445;8;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 14. Aplicação: para drenagem e controle da diurese e irrigação vesical. Material: Látex atóxico.  Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40 cm, apresentando flexibilidade e maleabilidade adequado ao fim a que se destina, que não cause irritação ao paciente, apresentando espessura uniforme, isenta de manchas ou quaisquer defeitos, balão com capacidade de 05 a 15 ml e boa distensibilidade, com válvula fixa que permita perfeita adaptação em seringas. Ponta arredondada e fechada, apresentando 02 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro, isentos de rebarbas e/ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotada nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a integridade e esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixa com 10 unidades. Unidade de Estoque: unidade (UN). Código SES: 092445. BR0279768;UN;100;VIDAMED (701448);100; R$ 2,4700 ; R$247,00 ;17/01/2020;10480;13/02/2020;14/02/2020;18/02/2020;73890;09/03/2020;2;;;;;;SONDA DE FOLEY 2 VIAS LÁTEX Nº 14
005/2020;NFH;15/01/2020;00060-00015442/2020-99;Clayton;007/2020;3;25066;2;X;X;CURATIVO DE ALGINATO DE CÁLCIO E/OU CARBOXIMETILCELULOSE (CURATIVO DE HIDROGEL), ESTÉRIL. Aplicação: desbridamento e manutenção da umidade da ferida. Características Adicionais: composição adicional de alginato de cálcio e/ou carboximetilcelulose, excipiente aquoso transparente e viscoso. Apresentação: tubo ou bisnaga de no máximo 25 gramas. Unidade de Estoque: grama (GR).;GR;5.000;LM FARMA (692);3.000; R$ 0,2660 ; R$798,00 ;17/01/2020;54706;20/01/2020;23/01/2020;24/01/2020;74555;09/03/2020;2;;;;;;CURATIVO DE ALGINATO DE CÁLCIO E/OU CARBOXIMETILCELULOSE
005/2020;NFH;15/01/2020;00060-00015442/2020-99;Clayton;007/2020;4;30972;7;X;X;CATETER NASAL ADULTO, EM SILICONE, TIPO ÓCULOS, PARA OXIGENOTERAPIA. Aplicação: oxigenoterapia em paciente adulto. Material: polivinil atóxico e silicone. Características Adicionais: com extensão mínima de 2,1 em PVC, flexível com ajuste e adaptação confortável, contendo um dispositivo que se adapte às narinas, todo em silicone flexível, com haste de sustentação sobre as orelhas (como óculos). Apresentação: embalagem individual, descartável, Unidade de Estoque: Unidade (UN). Não Estéril.;UN;500;CIENTÍFICA (700617);500; R$ 0,8800 ; R$440,00 ;17/01/2020;108451;17/01/2020;20/01/2020;21/01/2020;44976;24/01/2020;1;;;;;;CATETER NASAL ADULTO
002/2020;NECFM;17/01/2020;00060-00019116/2020-51;Oberdan;008/2020;1;ECG04;1;;;Conserto do Ecógrafo, Marca ALOKA Nº. Patrimônio 364482;Serviço;1;SITEC (5757);1; R$ 1.810,0000 ; R$1.810,00 ;19/02/2020;768;17/03/2020;23/03/2020;23/03/2020;90455;14/04/2020;2;;;;;;0
006/2020;NFH;17/01/2020;00060-00020224/2020-76;Clayton;009/2020;1;34534;7;X;X;"EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS, TIPO GRAVITACIONAL,INJETOR LATERAL MEMBRANA AUTO CICATRIZANTE. Aplicação: administração soluções parenterais. Características adicionais: Apirogênico, com ponta perfurante que permita conexão segura e facilite a introdução em recipientes de soluções sem risco de desconectar durante o uso, com protetor adequado; com câmara gotejadora transparente e flexível, com filtro de partículas 15 micra, entrada de ar com filtro hidrófobo e bacteriológico, que não permita vazamento em suas junções, com tubo gotejador no interior da mesma que assegure que 20 gotas sejam equivalentes a 1 ml; tubo transparente flexível, atóxico, com comprimento mínimo de 1,20m, com regulador de fluxo tipo rolete que garanta perfeito controle de gotejamento; injetor lateral com membrana autocicatrizante ou válvula Needle-Free, livre de látex; conector distal tipo 'luer-lock' giratório, que permita perfeita adaptação aos dispositivos de acesso venoso. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa. ";UN;10.000;FARMATEX DO BRASIL (703448);10.000; R$ 0,7400 ; R$7.400,00 ;23/01/2020;3931;24/01/2020;31/01/2020;04/02/2020;73928;09/03/2020;2;;;;;;EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS
007/2020;NFH;21/01/2020;00060-00024026/2020-81;Clayton;010/2020;1;95244;2;X;X;CONJUNTO PARA DETERMINAÇÃO DE DOENÇA DE CHAGAS - REACAO HEMAGLUTINAÇAO INDIRETA;TE;400;PMH (347);384; R$ 0,7000 ; R$268,80 ;23/01/2020;223949;24/01/2020;29/01/2020;31/01/2020;73878;09/03/2020;2;;;;;;CONJUNTO PARA DETERMINAÇÃO DE DOENÇA DE CHAGAS
008/2020;NFH;21/01/2020;00060-00024107/2020-81;Clayton;011/2020;1;10263;1;X;X;"SOLUÇAO DE RINGER (CLORETOS DE Na, K, Ca) + LACTATO (SODICO) SOLUCAO INJETAVEL BOLSA OU FRASCO 500 ML SISTEMA FECHADO DE INFUSAO. Características Adicionais: a bolsa ou o frasco deve conter graduação volumétrica; ter colapsabilidade a fim de permitir o escoamento total da solução , sem haver necessidade de entrada de ar; conter dois sítios, sendo um protegido por menbrana autovedável para adição de soluções no interior da bolsa  ou do frasco e outro por membrana e lacre de esterilidade para conexão do equipo. O sítio de conexão do equipo deve ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento, mantendo a bolsa ou o frasco em sistema fechado.";UN;1.600;RIOCLARENSE (3374);1.600; R$ 2,6990 ; R$4.318,40 ;23/01/2020;1251908;24/01/2020;29/01/2020;31/01/2020;72877;06/03/2020;2;;;;;;PAPEL GRAU CIRURGICO 25 CM x 100M
009/2020;NFH;21/01/2020;00060-00024175/2020-41;Clayton;012/2020;1;91092;4;X;X;COLETOR DE URINA SISTEMA FECHADO, ESTÉRIL COM DISPOSITIVO DE COLETA. Aplicação: drenagem de urina através de uma sonda vesical. Tamanho/Capacidade: 2000 ml,  tubo conector com no mínimo 105 cm de comprimento. Características Adicionai: coletor com um dos lados transparente, resistente, sem vazamentos com gravação de 100/100 ml, graduação em um dos cantos para pequenos volumes até 100 ml, válvula anti refluxo,       ***tubo conector protegido para sonda com diâmetro interno igual ou superior a 0,5 cm***      , pinça ajustável ao longo do tubo, local para coleta de amostra distante no mínimo 20 cm do conector para sonda, suporte rígido e ajustável para fixação da bolsa ao leito, tubo de drenagem inferior com tampa e pinça regulável que não permita vazamento e com adaptador para fixação e proteção na parte central posterior à bolsa, estéril. Apresentação: embalagem individual. Unidade de Estoque: unidade (un), Código SES: 91092. BR0419371;UN;500;SUPERMÉDICA (702730);500; R$ 2,6990 ; R$1.349,50 ;23/01/2020;73243;24/01/2020;27/01/2020;29/01/2020;74537;09/03/2020;2;;;;;;COLETOR DE URINA SISTEMA FECHADO
011/2020;NFH;21/01/2020;00060-00024344/2020-42;Jefferson;013/2020;1;90196;1;X;X;MORFINA SOLUÇAO INJETAVEL 0,2 MG/ML AMPOLA 1 ML;AMP;600;METHABIO (701878);600; R$ 3,9500 ; R$2.370,00 ;24/01/2020;9967;24/01/2020;24/01/2020;29/01/2020;74009;09/03/2020;2;;;;;;MORFINA SOLUÇAO INJETAVEL 0
